,District Number,Zip Codes,District,Campus Number,Campus,Region,County,School Type,Grades Served,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score,Support Label,Public Education Grant,Distinction ELA/Reading,Distinction Mathematics,Distinction Science,Distinction Soc Studies,Distinction Progress,Distinction Closing the Gaps,Distinction Postsecondary Readiness,US Congress District,US Congress Election District,TX House District,TX House Election District,TX Senate District,TX Senate Election District,Campus Enrollment Type
5232,161909,,MCGREGOR ISD,161909102,MCGREGOR PRI,REGION 12: WACO,MCLENNAN,Elementary,EE - 01,No,No,307,59.00%,17.30%,B,86,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5233,161910,,MOODY ISD,161910101,MOODY EL,REGION 12: WACO,MCLENNAN,Elementary,KG - 04,No,No,238,63.90%,10.10%,B,80,B,80,B,84,C,79,B,84,C,72,,,Earned,Earned,,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5234,161910,,MOODY ISD,161910102,MOODY PRE-K,REGION 12: WACO,MCLENNAN,Elementary,EE - PK,No,No,42,76.20%,4.80%,B,80,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5235,161912,,RIESEL ISD,161912101,FOSTER EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 06,No,No,300,53.30%,3.70%,A,92,B,89,B,87,B,83,B,87,A,100,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5236,161914,,WACO ISD,161914101,ALTA VISTA EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,504,90.70%,26.20%,C,79,Not Rated: Senate Bill 1365,51,B,83,B,83,Not Rated: Senate Bill 1365,53,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,OPEN ENROLLMENT CHARTER SCHOOL
5237,161914,,WACO ISD,161914103,BELL'S HILL EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,757,94.80%,48.30%,B,89,C,72,A,93,A,93,B,81,B,80,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5238,161914,,WACO ISD,161914104,BROOK AVENUE EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,364,98.60%,27.50%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,47,C,70,C,70,Not Rated: Senate Bill 1365,49,Not Rated: Senate Bill 1365,61,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,OPEN ENROLLMENT CHARTER SCHOOL
5239,161914,,WACO ISD,161914105,CEDAR RIDGE EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,486,95.70%,33.10%,B,83,Not Rated: Senate Bill 1365,56,B,88,B,88,Not Rated: Senate Bill 1365,59,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5240,161914,,WACO ISD,161914106,CRESTVIEW EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,448,95.80%,22.30%,B,87,Not Rated: Senate Bill 1365,60,A,93,A,93,Not Rated: Senate Bill 1365,69,C,73,,,Not Earned,Not Earned,Earned,,Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5241,161914,,WACO ISD,161914107,DEAN HIGHLAND EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,662,94.70%,32.60%,C,75,Not Rated: Senate Bill 1365,55,C,79,C,79,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,65,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5242,161914,,WACO ISD,161914109,HILLCREST PDS MAGNET,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,439,70.40%,11.40%,B,83,C,72,B,86,B,86,C,74,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5243,161914,,WACO ISD,161914110,J H HINES EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,411,98.50%,5.10%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,42,C,70,C,70,Not Rated: Senate Bill 1365,43,Not Rated: Senate Bill 1365,62,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,OPEN ENROLLMENT CHARTER SCHOOL
5244,161914,,WACO ISD,161914112,KENDRICK EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,471,94.10%,36.30%,B,83,Not Rated: Senate Bill 1365,56,B,86,B,86,Not Rated: Senate Bill 1365,59,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5245,161914,,WACO ISD,161914116,MOUNTAINVIEW EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,388,81.40%,10.60%,C,71,Not Rated: Senate Bill 1365,58,C,72,C,72,Not Rated: Senate Bill 1365,59,C,70,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5246,161914,,WACO ISD,161914120,PARKDALE EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,588,94.60%,11.40%,B,84,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,59,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5247,161914,,WACO ISD,161914121,PROVIDENT HEIGHTS EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,371,95.40%,34.20%,B,84,Not Rated: Senate Bill 1365,52,B,88,B,88,Not Rated: Senate Bill 1365,54,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5248,161914,,WACO ISD,161914127,LAKE AIR MONTESSORI SCHOOL,REGION 12: WACO,MCLENNAN,Elementary,EE - 08,No,No,717,69.50%,20.10%,B,80,C,70,B,83,B,83,C,70,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5249,161914,,WACO ISD,161914129,WEST AVENUE EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,304,95.70%,18.80%,C,78,Not Rated: Senate Bill 1365,54,B,80,B,80,Not Rated: Senate Bill 1365,56,C,74,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5250,161914,,WACO ISD,161914130,SOUTH WACO EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,480,96.90%,10.20%,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,47,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,49,Not Rated: Senate Bill 1365,61,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5251,161916,,WEST ISD,161916102,WEST EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,531,44.40%,4.30%,B,87,A,90,B,85,B,85,B,85,B,80,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Earned,17,17,12,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5252,161918,,AXTELL ISD,161918101,AXTELL EL,REGION 12: WACO,MCLENNAN,Elementary,PK - 05,No,No,353,53.50%,0.80%,A,90,B,86,A,91,A,91,B,85,B,88,,,Not Earned,Earned,Earned,,Earned,Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5253,161919,,BRUCEVILLE-EDDY ISD,161919042,BRUCEVILLE-EDDY INT,REGION 12: WACO,MCLENNAN,Elementary,5-Mar,No,No,132,62.10%,3.00%,B,81,C,72,B,83,B,83,C,72,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5254,161919,,BRUCEVILLE-EDDY ISD,161919101,BRUCEVILLE-EDDY EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 02,No,No,119,52.10%,6.70%,B,81,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5255,161920,,CHINA SPRING ISD,161920102,CHINA SPRING EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 03,No,No,925,40.20%,4.10%,A,93,A,90,B,83,Not Rated,        .,B,83,A,100,,,Earned,Not Earned,,,,Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5256,161920,,CHINA SPRING ISD,161920104,CHINA SPRING INT,REGION 12: WACO,MCLENNAN,Elementary,6-Apr,No,No,675,35.00%,2.70%,B,86,B,89,B,80,C,77,B,80,C,78,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5257,161921,,CONNALLY ISD,161921101,CONNALLY PRI,REGION 12: WACO,MCLENNAN,Elementary,3-Jan,No,No,519,88.10%,11.80%,Not Rated: Senate Bill 1365,51,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,60,Not Rated,        .,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,30,Comprehensive Reidentified,Yes,Not Earned,Not Earned,,,,Not Earned,Not Earned,17,17,12,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5258,161921,,CONNALLY ISD,161921104,CONNALLY EL,REGION 12: WACO,MCLENNAN,Elementary,5-Apr,No,No,367,85.30%,15.00%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,53,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,58,Comprehensive Identified,Yes,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5259,161921,,CONNALLY ISD,161921106,CONNALLY EARLY CHILDHOOD CENTER,REGION 12: WACO,MCLENNAN,Elementary,EE - KG,No,No,243,93.00%,11.50%,Not Rated: Senate Bill 1365,51,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5260,161922,,ROBINSON ISD,161922101,ROBINSON PRI,REGION 12: WACO,MCLENNAN,Elementary,EE - 01,No,No,386,53.40%,2.60%,B,83,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5261,161922,,ROBINSON ISD,161922102,ROBINSON EL,REGION 12: WACO,MCLENNAN,Elementary,3-Feb,No,No,353,42.80%,3.10%,B,83,B,85,B,80,Not Rated,        .,B,80,C,79,,,Not Earned,Not Earned,,,,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5262,161922,,ROBINSON ISD,161922103,ROBINSON INT,REGION 12: WACO,MCLENNAN,Elementary,6-Apr,No,No,547,40.80%,2.70%,B,88,B,88,B,85,B,85,B,81,B,88,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5263,161923,,BOSQUEVILLE ISD,161923101,BOSQUEVILLE EL,REGION 12: WACO,MCLENNAN,Elementary,EE - 05,No,No,329,48.30%,6.10%,B,81,B,83,B,82,C,72,B,82,C,75,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,17,17,56,56,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5264,161924,,HALLSBURG ISD,161924101,HALLSBURG SCHOOL,REGION 12: WACO,MCLENNAN,Elementary,PK - 06,No,No,162,50.60%,4.30%,B,81,B,82,B,82,B,82,B,81,C,78,,,Not Earned,Earned,Earned,,Not Earned,Not Earned,Not Earned,17,17,12,13,22,22,ZONED SCHOOL-TRANSFERS ACCEPTED
5265,163901,,DEVINE ISD,163901101,JOHN J CIAVARRA EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 02,No,No,530,74.20%,6.60%,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5266,163901,,DEVINE ISD,163901102,DEVINE INTERMEDIATE SCHOOL,REGION 20: SAN ANTONIO,MEDINA,Elementary,5-Mar,No,No,405,61.50%,5.90%,B,89,C,79,B,89,B,89,B,83,B,88,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5267,163903,,NATALIA ISD,163903101,NATALIA EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,5-Feb,No,No,315,72.10%,13.00%,C,76,Not Rated: Senate Bill 1365,62,C,79,C,79,Not Rated: Senate Bill 1365,60,C,70,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5268,163903,,NATALIA ISD,163903102,NATALIA EARLY CHILD CTR,REGION 20: SAN ANTONIO,MEDINA,Elementary,PK - 01,No,No,255,76.10%,12.90%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5269,163904,,HONDO ISD,163904102,MEYER EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 02,No,No,448,71.90%,4.70%,C,74,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5270,163904,,HONDO ISD,163904105,NEWELL E WOOLLS INT,REGION 20: SAN ANTONIO,MEDINA,Elementary,5-Mar,No,No,372,63.20%,3.00%,C,74,C,70,C,75,C,75,Not Rated: Senate Bill 1365,69,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5271,163908,,MEDINA VALLEY ISD,163908103,CASTROVILLE EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 05,No,No,600,50.50%,6.80%,A,94,A,91,A,90,B,88,A,90,A,100,,,Not Earned,Earned,Earned,,Not Earned,Earned,Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5272,163908,,MEDINA VALLEY ISD,163908104,LACOSTE EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 05,No,No,620,61.30%,8.90%,A,96,B,88,A,94,A,94,B,88,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5273,163908,,MEDINA VALLEY ISD,163908105,POTRANCO EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 05,No,No,718,40.00%,8.80%,A,94,A,91,A,91,A,91,B,85,A,100,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,23,23,53,53,19,24,ZONED SCHOOL-TRANSFERS ACCEPTED
5274,163908,,MEDINA VALLEY ISD,163908106,LUCKEY RANCH EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 05,No,No,684,58.50%,8.90%,A,91,B,82,A,92,A,92,B,84,A,90,,,Earned,Earned,Not Earned,,Earned,Earned,Earned,23,23,117,118,19,19,ZONED SCHOOL-TRANSFERS ACCEPTED
5275,163908,,MEDINA VALLEY ISD,163908107,LADERA EL,REGION 20: SAN ANTONIO,MEDINA,Elementary,EE - 05,No,No,597,45.60%,4.00%,C,79,B,82,C,79,C,77,C,79,C,73,,,Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,23,20,124,117,26,26,ZONED SCHOOL-TRANSFERS ACCEPTED
5276,164901,,MENARD ISD,164901041,MENARD ELEMENTARY/JH,REGION 15: SAN ANGELO,MENARD,Elementary,PK - 08,No,No,214,69.60%,6.10%,B,86,C,75,A,90,A,90,B,80,C,78,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,11,11,53,53,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
5277,165802,,MIDLAND ACADEMY CHARTER SCHOOL,165802101,MIDLAND ACADEMY CHARTER SCHOOL,REGION 18: MIDLAND,MIDLAND,Elementary,KG - 08,No,Yes,363,40.50%,4.10%,A,93,A,91,A,90,A,90,B,88,A,98,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Earned,11,11,82,82,31,31,OPEN ENROLLMENT CHARTER SCHOOL
5278,165901,,MIDLAND ISD,165901101,BONHAM EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,484,62.20%,24.60%,B,84,C,76,B,86,B,86,C,79,C,79,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5279,165901,,MIDLAND ISD,165901104,BURNET EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,460,60.40%,37.80%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,58,C,70,C,70,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5280,165901,,MIDLAND ISD,165901106,DE ZAVALA EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,618,81.20%,38.20%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,62,Comprehensive Reidentified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5281,165901,,MIDLAND ISD,165901107,FANNIN EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,597,38.50%,1.20%,C,78,C,77,C,79,C,79,Not Rated: Senate Bill 1365,66,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5282,165901,,MIDLAND ISD,165901108,HENDERSON EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,365,69.60%,2.50%,C,78,C,76,B,81,Not Rated: Senate Bill 1365,69,B,81,C,71,Comprehensive Progress,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5283,165901,,MIDLAND ISD,165901109,SAM HOUSTON COLLEGIATE PREPARATORY EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,455,58.00%,1.30%,B,89,C,79,A,92,A,92,B,82,B,82,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5284,165901,,MIDLAND ISD,165901110,JONES EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,337,61.10%,2.70%,B,83,C,70,B,86,B,86,Not Rated: Senate Bill 1365,67,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5285,165901,,MIDLAND ISD,165901111,LAMAR EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,433,74.60%,27.90%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,65,Targeted Support,Yes,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5286,165901,,MIDLAND ISD,165901112,LONG EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,559,71.70%,45.40%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,62,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5287,165901,,MIDLAND ISD,165901113,MILAM EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,485,71.80%,32.80%,C,71,Not Rated: Senate Bill 1365,64,C,72,C,72,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5288,165901,,MIDLAND ISD,165901114,EMERSON EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,435,45.50%,1.60%,A,91,A,90,B,86,B,83,B,86,A,92,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5289,165901,,MIDLAND ISD,165901116,RUSK EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,392,56.90%,11.50%,C,78,C,77,C,79,C,79,C,79,C,75,Targeted Support,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5290,165901,,MIDLAND ISD,165901117,SOUTH EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,503,82.90%,38.80%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,56,C,70,C,70,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,67,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5291,165901,,MIDLAND ISD,165901122,PARKER EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,533,49.30%,9.80%,C,72,C,73,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,68,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5292,165901,,MIDLAND ISD,165901123,SANTA RITA EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,557,38.80%,9.20%,A,90,B,85,B,83,B,83,C,79,A,100,,,Not Earned,Not Earned,Earned,,Not Earned,Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5293,165901,,MIDLAND ISD,165901125,SCHARBAUER EL,REGION 18: MIDLAND,MIDLAND,Elementary,PK - 06,No,No,636,64.90%,7.70%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,61,Comprehensive Reidentified,Yes,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5294,165901,,MIDLAND ISD,165901126,CARVER CENTER,REGION 18: MIDLAND,MIDLAND,Elementary,6-Jan,No,No,463,17.90%,3.90%,A,96,A,97,A,95,A,93,A,95,A,92,,,Earned,Earned,Earned,,Earned,Not Earned,Earned,11,11,82,82,31,31,SELECTIVE ENRL SCHL-SPCL PGM-BASED
5295,165901,,MIDLAND ISD,165901127,BUSH EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,512,55.10%,13.10%,C,79,C,77,C,79,C,79,C,79,C,78,,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5296,165901,,MIDLAND ISD,165901128,GREATHOUSE EL,REGION 18: MIDLAND,MIDLAND,Elementary,EE - 06,No,No,838,29.10%,6.60%,C,73,C,76,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,COMBINED ENROLLMENT TYPE SCHOOL
5297,165901,,MIDLAND ISD,165901129,WASHINGTON STEM ACADEMY,REGION 18: MIDLAND,MIDLAND,Elementary,KG - 06,No,No,352,54.50%,8.20%,B,86,C,70,B,89,B,89,Not Rated: Senate Bill 1365,60,C,78,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5298,165901,,MIDLAND ISD,165901130,PEASE COMMUNICATIONS/TECHNOLOGY ACADEMY,REGION 18: MIDLAND,MIDLAND,Elementary,KG - 06,No,No,467,58.20%,22.30%,B,85,C,77,B,86,B,86,C,79,B,84,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
5299,165901,,MIDLAND ISD,165901131,JAMES BOWIE FINE ARTS ACADEMY,REGION 18: MIDLAND,MIDLAND,Elementary,KG - 06,No,No,489,22.50%,0.00%,A,94,A,91,A,91,A,91,C,79,A,100,,,Not Earned,Not Earned,Not Earned,,Not Earned,Earned,Not Earned,11,11,82,82,31,31,ZONED SCHOOL-TRANSFERS ACCEPTED
