,District Number,Zip Codes,District,Region,County,School Type,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score
526,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,599,89.10%,54.10%,B,80,Not Rated: Senate Bill 1365,49,B,83,B,83,Not Rated: Senate Bill 1365,50,C,72
527,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,807,95.80%,57.60%,B,84,Not Rated: Senate Bill 1365,60,B,88,B,88,Not Rated: Senate Bill 1365,69,C,75
528,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,544,91.20%,58.80%,C,77,Not Rated: Senate Bill 1365,55,B,80,B,80,Not Rated: Senate Bill 1365,57,Not Rated: Senate Bill 1365,69
529,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,489,92.20%,39.50%,C,79,Not Rated: Senate Bill 1365,50,B,82,B,82,Not Rated: Senate Bill 1365,52,C,72
530,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,359,95.30%,62.40%,B,82,Not Rated: Senate Bill 1365,53,B,86,B,86,Not Rated: Senate Bill 1365,55,C,72
531,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,738,93.40%,56.20%,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,74
532,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,481,93.80%,56.10%,B,88,Not Rated: Senate Bill 1365,67,A,93,A,93,C,74,C,76
533,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,595,88.60%,68.60%,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,74
534,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,566,90.80%,24.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,52,C,70,C,70,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,66
535,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,622,93.90%,64.30%,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
536,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,607,92.80%,74.30%,A,93,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
537,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,562,90.60%,59.80%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
538,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,583,89.20%,71.70%,B,85,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
539,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,767,92.70%,54.00%,B,85,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
540,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,647,90.30%,47.90%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
541,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,600,93.30%,62.20%,B,84,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
542,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,657,93.90%,60.30%,B,82,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
543,101902,,ALDINE ISD,REGION 04: HOUSTON,HARRIS,Elementary,No,No,776,91.20%,28.70%,B,81,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
544,102901,,KARNACK ISD,REGION 07: KILGORE,HARRISON,District,No,No,134,90.30%,5.20%,C,76,Not Rated: Senate Bill 1365,62,B,80,B,80,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65
545,102902,,MARSHALL ISD,REGION 07: KILGORE,HARRISON,District,No,No,"5,059",77.20%,19.80%,B,82,C,76,B,86,B,82,B,86,C,74
546,102903,,WASKOM ISD,REGION 07: KILGORE,HARRISON,District,No,No,845,66.40%,9.10%,B,89,A,90,A,92,B,87,A,92,B,81
547,102904,,HALLSVILLE ISD,REGION 07: KILGORE,HARRISON,District,No,No,"19,079",53.80%,7.60%,Not Rated: Data Under Review,66,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,69
548,102905,,HARLETON ISD,REGION 07: KILGORE,HARRISON,District,No,No,711,46.80%,1.70%,A,94,A,94,A,92,B,85,A,92,A,93
549,102906,,ELYSIAN FIELDS ISD,REGION 07: KILGORE,HARRISON,District,No,No,829,62.20%,0.40%,A,92,B,88,A,90,B,82,A,90,A,97
550,103901,,CHANNING ISD,REGION 16: AMARILLO,HARTLEY,District,No,No,163,68.70%,18.40%,B,84,B,85,B,84,C,79,B,84,B,83
551,103902,,HARTLEY ISD,REGION 16: AMARILLO,HARTLEY,District,No,No,232,65.10%,32.30%,A,97,A,96,A,94,A,92,A,94,A,100
552,104901,,HASKELL CISD,REGION 14: ABILENE,HASKELL,District,No,No,537,67.60%,1.90%,A,90,A,91,A,93,A,90,A,93,B,82
553,104903,,RULE ISD,REGION 14: ABILENE,HASKELL,District,No,No,143,81.10%,7.00%,B,86,B,84,B,89,C,72,B,89,C,78
554,104907,,PAINT CREEK ISD,REGION 14: ABILENE,HASKELL,District,No,No,95,82.10%,0.00%,A,92,A,90,A,93,A,91,A,93,B,89
555,105801,,KATHERINE ANNE PORTER SCHOOL,REGION 13: AUSTIN,HAYS,District,No,Yes,74,4.10%,0.00%,C,70,Not Rated: Senate Bill 1365,69,C,70,C,70,Not Rated: Senate Bill 1365,50,Not Rated,        .
556,105802,,TEXAS PREPARATORY SCHOOL,REGION 13: AUSTIN,HAYS,District,No,Yes,120,57.50%,0.00%,A,92,Not Rated: Senate Bill 1365,69,A,92,A,92,Not Rated: Senate Bill 1365,66,Not Rated,        .
557,105803,,KI CHARTER ACADEMY,REGION 13: AUSTIN,HAYS,District,No,Yes,281,99.30%,0.00%,Not Rated: Senate Bill 1365,43,Not Rated: Senate Bill 1365,40,Not Rated: Senate Bill 1365,43,Not Rated,        .,Not Rated: Senate Bill 1365,43,Not Rated,        .
558,105902,,SAN MARCOS CISD,REGION 13: AUSTIN,HAYS,District,No,No,"8,136",77.80%,13.20%,C,78,C,71,B,81,Not Rated: Senate Bill 1365,69,B,81,C,72
559,105904,,DRIPPING SPRINGS ISD,REGION 13: AUSTIN,HAYS,District,No,No,"7,859",8.40%,4.90%,A,93,A,93,A,90,A,90,C,75,A,93
560,105905,,WIMBERLEY ISD,REGION 13: AUSTIN,HAYS,District,No,No,"2,606",30.90%,5.60%,A,91,A,92,B,82,B,80,B,82,B,87
561,105906,,HAYS CISD,REGION 13: AUSTIN,HAYS,District,No,No,"21,345",46.10%,19.60%,B,87,C,79,B,89,B,89,C,78,B,82
562,106901,,CANADIAN ISD,REGION 16: AMARILLO,HEMPHILL,District,No,No,839,40.30%,13.80%,A,95,A,94,A,93,A,92,A,93,A,97
563,107901,,ATHENS ISD,REGION 10: RICHARDSON,HENDERSON,District,No,No,"2,955",79.10%,26.40%,B,87,B,85,A,91,C,79,A,91,C,77
564,107902,,BROWNSBORO ISD,REGION 07: KILGORE,HENDERSON,District,No,No,"2,584",59.60%,5.80%,B,86,B,85,B,87,B,84,B,87,B,84
565,107904,,CROSS ROADS ISD,REGION 07: KILGORE,HENDERSON,District,No,No,538,53.90%,4.30%,B,88,B,85,A,92,A,92,B,82,B,80
566,107905,,EUSTACE ISD,REGION 07: KILGORE,HENDERSON,District,No,No,"1,650",69.10%,3.80%,B,87,B,86,B,89,B,87,B,89,B,82
567,107906,,MALAKOFF ISD,REGION 07: KILGORE,HENDERSON,District,No,No,"1,420",64.80%,5.40%,A,95,A,95,A,95,B,87,A,95,A,95
568,107907,,TRINIDAD ISD,REGION 07: KILGORE,HENDERSON,District,No,No,153,82.40%,3.30%,B,81,B,80,B,83,Not Rated: Senate Bill 1365,69,B,83,C,75
569,107908,,MURCHISON ISD,REGION 07: KILGORE,HENDERSON,District,No,No,179,68.20%,8.90%,Not Rated: Senate Bill 1365,69,C,70,C,70,Not Rated: Senate Bill 1365,67,C,70,Not Rated: Senate Bill 1365,66
570,107910,,LAPOYNOR ISD,REGION 07: KILGORE,HENDERSON,District,No,No,491,52.30%,1.40%,B,83,B,83,C,79,C,70,C,79,B,84
571,108802,,HORIZON MONTESSORI PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,District,No,Yes,"1,392",70.90%,32.00%,C,79,C,71,B,82,B,82,C,77,C,71
572,108804,,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,REGION 01: EDINBURG,HIDALGO,District,Yes,Yes,484,91.70%,22.70%,A,100,A,91,A,94,A,94,Not Rated,        .,B,83
573,108807,,IDEA PUBLIC SCHOOLS,REGION 01: EDINBURG,HIDALGO,District,No,Yes,"67,988",83.30%,40.70%,B,89,B,89,B,89,A,93,A,95,B,88
574,108808,,VANGUARD ACADEMY,REGION 01: EDINBURG,HIDALGO,District,No,Yes,"5,364",76.30%,47.70%,A,93,A,93,A,95,A,93,A,95,B,88
575,108809,,EXCELLENCE IN LEADERSHIP ACADEMY,REGION 01: EDINBURG,HIDALGO,District,No,Yes,301,85.70%,64.80%,B,81,Not Rated: Senate Bill 1365,58,B,83,B,83,Not Rated: Senate Bill 1365,60,C,75
576,108902,,DONNA ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"13,060",94.60%,56.10%,B,86,C,76,A,91,A,91,B,89,C,74
577,108903,,EDCOUCH-ELSA ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"4,140",93.10%,29.30%,B,83,C,74,B,87,B,87,B,82,C,75
578,108904,,EDINBURG CISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"32,043",82.20%,37.30%,A,91,B,86,A,92,A,92,A,92,B,88
579,108905,,HIDALGO ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"2,836",88.60%,64.80%,A,90,B,86,A,93,A,91,A,93,B,83
580,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"20,282",73.80%,34.80%,A,95,A,90,A,93,A,93,A,92,A,100
581,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"4,416",93.50%,30.40%,B,85,C,78,A,90,B,84,A,90,C,72
582,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"13,838",86.00%,38.60%,B,87,B,84,A,93,A,90,A,93,C,78
583,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"29,242",91.50%,43.30%,A,91,B,86,A,93,A,93,A,93,B,87
584,108910,,PROGRESO ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"1,393",99.90%,59.20%,B,87,C,76,A,92,A,92,B,89,C,75
585,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"9,481",65.80%,33.40%,A,97,A,91,A,95,A,95,A,93,A,100
586,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"24,024",93.20%,57.90%,B,88,B,81,A,92,A,92,A,92,B,80
587,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"15,581",82.20%,26.50%,B,89,B,85,A,92,A,92,A,92,B,81
588,108914,,LA VILLA ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,557,92.60%,19.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,64,B,82,B,82,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,38
589,108915,,MONTE ALTO ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,890,93.10%,33.30%,B,88,B,84,A,92,A,91,A,92,C,78
590,108916,,VALLEY VIEW ISD,REGION 01: EDINBURG,HIDALGO,District,No,No,"3,789",96.90%,70.00%,A,92,B,88,A,95,A,95,A,93,B,86
591,109901,,ABBOTT ISD,REGION 12: WACO,HILL,District,No,No,282,24.80%,0.70%,A,97,A,96,A,90,B,86,A,90,A,100
592,109902,,BYNUM ISD,REGION 12: WACO,HILL,District,No,No,181,58.00%,6.60%,A,93,A,94,A,94,B,89,A,94,A,92
593,109903,,COVINGTON ISD,REGION 12: WACO,HILL,District,No,No,301,50.50%,5.30%,B,86,B,88,A,90,C,70,A,90,C,78
594,109904,,HILLSBORO ISD,REGION 12: WACO,HILL,District,No,No,"1,930",74.50%,16.90%,B,89,B,89,A,91,B,84,A,91,B,85
595,109905,,HUBBARD ISD,REGION 12: WACO,HILL,District,No,No,440,55.00%,2.00%,B,84,B,84,B,82,B,82,B,80,B,83
596,109907,,ITASCA ISD,REGION 12: WACO,HILL,District,No,No,628,71.80%,17.40%,B,85,B,83,B,89,Not Rated: Senate Bill 1365,58,B,89,C,74
597,109908,,MALONE ISD,REGION 12: WACO,HILL,District,No,No,153,91.50%,55.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,64,C,72,C,72,C,70,Not Rated: Senate Bill 1365,62
598,109910,,MOUNT CALM ISD,REGION 12: WACO,HILL,District,No,No,193,72.00%,4.10%,B,82,C,78,B,86,C,70,B,86,C,74
599,109911,,WHITNEY ISD,REGION 12: WACO,HILL,District,No,No,"1,474",63.90%,6.60%,C,77,B,80,B,81,C,79,B,81,Not Rated: Senate Bill 1365,66
600,109912,,AQUILLA ISD,REGION 12: WACO,HILL,District,No,No,335,54.30%,5.70%,A,91,A,91,A,91,C,79,A,91,A,91
601,109913,,BLUM ISD,REGION 12: WACO,HILL,District,No,No,344,60.50%,1.70%,B,87,B,88,B,85,C,79,B,85,B,86
602,109914,,PENELOPE ISD,REGION 12: WACO,HILL,District,No,No,198,57.60%,9.60%,B,86,B,81,A,90,A,90,C,77,C,78
603,110901,,ANTON ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,182,80.20%,7.10%,B,85,B,82,A,90,Not Rated: Senate Bill 1365,60,A,90,C,74
604,110902,,LEVELLAND ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,"2,746",73.30%,9.30%,B,86,B,88,B,89,B,84,A,93,B,80
605,110905,,ROPES ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,514,35.40%,1.80%,A,94,A,95,A,92,B,84,A,92,A,92
606,110906,,SMYER ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,416,51.00%,3.40%,A,90,A,91,A,92,C,79,A,92,B,84
607,110907,,SUNDOWN ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,576,50.00%,4.00%,B,89,B,89,B,89,B,87,A,90,A,100
608,110908,,WHITHARRAL ISD,REGION 17: LUBBOCK,HOCKLEY,District,No,No,236,54.70%,0.80%,A,94,A,95,A,94,B,83,A,94,A,92
609,111801,,LAKE GRANBURY ACADEMY CHARTER SCHOOL,REGION 11: FORT WORTH,HOOD,District,Yes,Yes,51,100.00%,11.80%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
610,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,District,No,No,"7,712",52.00%,9.90%,B,82,B,83,B,83,B,82,B,83,C,78
611,111902,,LIPAN ISD,REGION 11: FORT WORTH,HOOD,District,No,No,447,51.00%,3.10%,A,90,A,91,B,89,C,73,B,89,B,87
612,111903,,TOLAR ISD,REGION 11: FORT WORTH,HOOD,District,No,No,847,45.30%,0.10%,A,92,A,92,A,91,A,91,A,90,A,93
613,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,"4,329",59.70%,14.90%,B,88,B,84,B,89,A,90,A,90,B,87
614,112905,,CUMBY ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,435,59.80%,5.30%,B,86,B,88,B,89,C,79,A,91,B,80
615,112906,,NORTH HOPKINS ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,535,62.20%,14.00%,A,90,A,91,A,93,B,87,A,93,B,83
616,112907,,MILLER GROVE ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,299,53.50%,5.40%,A,91,A,90,A,91,B,89,A,91,A,90
617,112908,,COMO-PICKTON CISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,724,65.30%,23.60%,B,84,B,87,B,86,B,82,B,86,C,78
618,112909,,SALTILLO ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,244,59.40%,14.30%,A,90,A,90,A,92,B,87,A,92,B,86
619,112910,,SULPHUR BLUFF ISD,REGION 08: MT PLEASANT,HOPKINS,District,No,No,202,45.00%,5.00%,B,83,B,86,B,80,B,80,B,80,C,77
620,113901,,CROCKETT ISD,REGION 06: HUNTSVILLE,HOUSTON,District,No,No,"1,190",92.50%,19.20%,C,79,C,75,B,80,C,70,B,80,C,76
621,113902,,GRAPELAND ISD,REGION 06: HUNTSVILLE,HOUSTON,District,No,No,631,63.90%,0.80%,B,87,B,87,B,89,B,87,B,89,B,81
622,113903,,LOVELADY ISD,REGION 06: HUNTSVILLE,HOUSTON,District,No,No,504,53.00%,0.80%,B,89,A,91,A,90,A,90,A,90,B,85
623,113905,,LATEXO ISD,REGION 06: HUNTSVILLE,HOUSTON,District,No,No,488,48.40%,5.10%,A,90,B,88,A,91,B,82,A,91,B,86
624,113906,,KENNARD ISD,REGION 06: HUNTSVILLE,HOUSTON,District,No,No,246,61.80%,0.40%,A,95,B,88,A,93,A,93,B,86,A,100
625,114901,,BIG SPRING ISD,REGION 18: MIDLAND,HOWARD,District,No,No,"3,629",74.00%,6.30%,C,76,Not Rated: Senate Bill 1365,65,C,79,C,79,C,70,Not Rated: Senate Bill 1365,69
626,114902,,COAHOMA ISD,REGION 18: MIDLAND,HOWARD,District,No,No,"1,084",37.80%,2.90%,C,79,B,80,C,79,C,79,Not Rated: Senate Bill 1365,67,C,77
627,114904,,FORSAN ISD,REGION 18: MIDLAND,HOWARD,District,No,No,764,33.80%,2.40%,A,90,A,91,A,91,A,91,B,85,B,89
628,115901,,FT HANCOCK ISD,REGION 19: EL PASO,HUDSPETH,District,No,No,400,88.30%,59.80%,B,89,B,86,A,92,A,92,A,91,B,82
629,115902,,SIERRA BLANCA ISD,REGION 19: EL PASO,HUDSPETH,District,No,No,118,77.10%,2.50%,B,86,B,83,A,90,A,90,B,84,C,77
630,115903,,DELL CITY ISD,REGION 19: EL PASO,HUDSPETH,District,No,No,66,77.30%,24.20%,A,90,B,87,A,90,A,90,B,86,Not Rated,        .
631,116901,,CADDO MILLS ISD,REGION 10: RICHARDSON,HUNT,District,No,No,"2,227",35.00%,4.80%,A,95,A,94,A,93,B,87,A,93,A,98
632,116902,,CELESTE ISD,REGION 10: RICHARDSON,HUNT,District,No,No,483,55.10%,5.60%,B,88,B,89,B,89,B,80,A,93,B,86
633,116903,,COMMERCE ISD,REGION 10: RICHARDSON,HUNT,District,No,No,"1,440",71.10%,10.80%,B,84,B,81,B,89,C,70,A,91,C,73
634,116905,,GREENVILLE ISD,REGION 10: RICHARDSON,HUNT,District,No,No,"5,320",75.00%,24.50%,C,76,C,74,C,78,C,76,C,78,C,70
635,116906,,LONE OAK ISD,REGION 10: RICHARDSON,HUNT,District,No,No,"1,025",48.20%,3.40%,A,92,A,92,A,92,A,91,A,92,A,91
636,116908,,QUINLAN ISD,REGION 10: RICHARDSON,HUNT,District,No,No,"2,575",73.70%,17.20%,B,80,C,78,B,82,B,82,B,80,C,74
637,116909,,WOLFE CITY ISD,REGION 10: RICHARDSON,HUNT,District,No,No,701,52.90%,8.30%,B,89,A,92,A,93,C,76,A,93,C,78
638,116910,,CAMPBELL ISD,REGION 10: RICHARDSON,HUNT,District,No,No,303,63.00%,13.50%,C,71,C,72,B,80,B,80,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,51
639,116915,,BLAND ISD,REGION 10: RICHARDSON,HUNT,District,No,No,761,51.00%,20.00%,A,90,A,91,B,89,B,89,B,89,B,89
640,116916,,BOLES ISD,REGION 10: RICHARDSON,HUNT,District,No,No,529,99.60%,5.70%,B,88,B,88,A,92,Not Rated: Senate Bill 1365,65,A,92,C,78
641,117901,,BORGER ISD,REGION 16: AMARILLO,HUTCHINSON,District,No,No,"2,493",55.00%,11.10%,B,84,B,83,B,85,B,85,B,81,B,81
642,117903,,SANFORD-FRITCH ISD,REGION 16: AMARILLO,HUTCHINSON,District,No,No,692,40.50%,0.60%,B,81,B,82,B,80,B,80,C,73,C,78
643,117904,,PLEMONS-STINNETT-PHILLIPS CISD,REGION 16: AMARILLO,HUTCHINSON,District,No,No,621,45.40%,1.30%,A,90,A,92,A,93,B,84,A,93,B,83
644,117907,,SPRING CREEK ISD,REGION 16: AMARILLO,HUTCHINSON,District,No,No,96,43.80%,6.30%,B,87,C,77,A,91,A,91,C,75,C,77
645,118902,,IRION COUNTY ISD,REGION 15: SAN ANGELO,IRION,District,No,No,334,38.90%,1.80%,A,95,A,94,A,92,A,92,A,91,A,96
646,119901,,BRYSON ISD,REGION 09: WICHITA FALLS,JACK,District,No,No,252,58.70%,3.20%,A,91,A,92,A,91,A,90,A,91,B,89
647,119902,,JACKSBORO ISD,REGION 09: WICHITA FALLS,JACK,District,No,No,"1,077",68.60%,15.00%,B,86,B,88,B,89,Not Rated: Senate Bill 1365,59,B,89,C,78
648,119903,,PERRIN-WHITT CISD,REGION 09: WICHITA FALLS,JACK,District,No,No,322,51.60%,2.50%,A,90,A,92,A,93,A,90,A,93,B,84
649,120901,,EDNA ISD,REGION 03: VICTORIA,JACKSON,District,No,No,"1,549",61.20%,9.90%,B,89,A,90,A,90,A,90,A,90,B,88
650,120902,,GANADO ISD,REGION 03: VICTORIA,JACKSON,District,No,No,736,56.30%,10.70%,B,87,B,89,B,88,B,82,B,88,B,83
651,120905,,INDUSTRIAL ISD,REGION 03: VICTORIA,JACKSON,District,No,No,"1,156",32.20%,1.80%,A,96,A,94,A,93,A,93,A,91,A,100
652,121902,,BROOKELAND ISD,REGION 05: BEAUMONT,JASPER,District,No,No,369,50.70%,0.00%,B,89,A,92,A,92,A,92,A,92,B,83
653,121903,,BUNA ISD,REGION 05: BEAUMONT,JASPER,District,No,No,"1,483",46.00%,0.50%,B,80,B,81,C,75,C,73,C,75,C,78
654,121904,,JASPER ISD,REGION 05: BEAUMONT,JASPER,District,No,No,"2,166",80.10%,9.50%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,63
655,121905,,KIRBYVILLE CISD,REGION 05: BEAUMONT,JASPER,District,No,No,"1,450",69.20%,2.00%,B,83,B,82,B,85,C,70,B,85,C,79
656,121906,,EVADALE ISD,REGION 05: BEAUMONT,JASPER,District,No,No,397,39.80%,1.80%,A,91,B,88,A,94,A,94,C,78,B,83
657,122901,,FT DAVIS ISD,REGION 18: MIDLAND,JEFF DAVIS,District,No,No,176,51.70%,10.80%,B,80,B,81,B,81,B,81,C,76,C,76
658,122902,,VALENTINE ISD,REGION 18: MIDLAND,JEFF DAVIS,District,No,No,35,60.00%,14.30%,A,90,A,90,A,90,C,72,A,90,Not Rated,        .
659,123803,,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,REGION 05: BEAUMONT,JEFFERSON,District,No,Yes,366,90.40%,0.00%,B,84,Not Rated: Senate Bill 1365,59,B,89,B,89,Not Rated: Senate Bill 1365,56,C,71
660,123805,,EHRHART SCHOOL,REGION 05: BEAUMONT,JEFFERSON,District,No,Yes,507,87.80%,58.80%,B,82,C,77,B,86,C,77,B,86,C,74
661,123807,,BOB HOPE SCHOOL,REGION 05: BEAUMONT,JEFFERSON,District,No,Yes,"2,362",87.60%,45.20%,A,92,B,89,A,93,A,93,A,91,B,88
662,123905,,NEDERLAND ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,"4,983",45.80%,11.20%,A,90,B,88,A,91,A,91,B,86,B,88
663,123907,,PORT ARTHUR ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,"7,840",84.60%,28.20%,C,78,Not Rated: Senate Bill 1365,65,B,84,B,84,C,74,Not Rated: Senate Bill 1365,63
664,123908,,PORT NECHES-GROVES ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,"5,186",39.40%,7.50%,B,81,B,82,C,76,C,76,C,71,C,77
665,123910,,BEAUMONT ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,"16,729",81.60%,14.00%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,62,C,73,C,73,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,53
666,123913,,SABINE PASS ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,365,51.50%,1.90%,B,89,A,91,B,88,B,88,B,86,B,84
667,123914,,HAMSHIRE-FANNETT ISD,REGION 05: BEAUMONT,JEFFERSON,District,No,No,"1,953",38.20%,5.80%,C,78,B,80,C,70,C,70,Not Rated: Senate Bill 1365,69,C,74
668,124901,,JIM HOGG COUNTY ISD,REGION 01: EDINBURG,JIM HOGG,District,No,No,"1,076",87.30%,7.10%,A,91,B,89,A,93,A,92,A,93,B,85
669,125901,,ALICE ISD,REGION 02: CORPUS CHRISTI,JIM WELLS,District,No,No,"4,359",84.70%,2.70%,C,76,Not Rated: Senate Bill 1365,66,B,82,B,82,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,63
670,125902,,BEN BOLT-PALITO BLANCO ISD,REGION 02: CORPUS CHRISTI,JIM WELLS,District,No,No,495,80.20%,3.00%,B,88,B,82,A,91,C,79,A,91,B,82
671,125903,,ORANGE GROVE ISD,REGION 02: CORPUS CHRISTI,JIM WELLS,District,No,No,"1,770",59.90%,2.50%,A,94,A,91,A,93,B,80,A,93,A,95
672,125905,,PREMONT ISD,REGION 02: CORPUS CHRISTI,JIM WELLS,District,No,No,695,92.20%,7.10%,B,88,B,84,A,93,A,90,A,93,C,76
673,125906,,LA GLORIA ISD,REGION 02: CORPUS CHRISTI,JIM WELLS,District,No,No,94,57.40%,0.00%,B,88,C,75,A,92,A,92,C,75,C,78
674,126901,,ALVARADO ISD,REGION 11: FORT WORTH,JOHNSON,District,No,No,"3,595",58.20%,22.90%,C,76,C,78,C,75,Not Rated: Senate Bill 1365,59,C,75,C,70
675,126902,,BURLESON ISD,REGION 11: FORT WORTH,JOHNSON,District,No,No,"12,693",32.40%,7.20%,B,86,B,87,B,82,B,82,C,76,B,83
676,126903,,CLEBURNE ISD,REGION 11: FORT WORTH,JOHNSON,District,No,No,"7,036",70.40%,22.30%,B,85,B,82,B,89,C,79,A,91,C,76
677,126904,,GRANDVIEW ISD,REGION 11: FORT WORTH,JOHNSON,District,No,No,"1,364",39.10%,5.60%,A,92,A,94,A,91,B,84,A,91,B,88
678,126905,,JOSHUA ISD,REGION 11: FORT WORTH,JOHNSON,District,No,No,"5,862",53.20%,12.70%,A,91,B,89,B,89,B,89,B,89,A,94
